image_name,box_id,hbox,fbox,vbox,gender,age
khaliji_000072,34,"[1044, 600, 13, 15]",,,,
khaliji_000072,35,"[220, 594, 34, 39]",,,,
khaliji_000072,38,"[958, 606, 14, 18]",,,,
khaliji_000072,39,"[1021, 606, 15, 18]",,,,
khaliji_000072,40,"[1077, 603, 18, 21]",,,,
khaliji_000072,41,"[885, 609, 13, 16]",,,,
khaliji_000072,42,"[940, 612, 15, 17]",,,,
khaliji_000072,43,"[1054, 609, 18, 20]",,,,
khaliji_000072,44,"[1116, 602, 32, 34]",,,,
khaliji_000072,47,"[947, 623, 16, 18]",,,,
khaliji_000072,50,"[900, 636, 18, 22]",,,,
khaliji_000072,51,"[919, 631, 22, 24]",,,,
khaliji_000072,52,"[1064, 627, 29, 33]",,,,
khaliji_000072,57,"[1077, 646, 31, 38]",,,,
khaliji_000072,58,"[167, 652, 28, 37]",,,,
khaliji_000023,0,"[279, 137, 4, 4]",,,,
khaliji_000023,1,"[114, 138, 5, 5]",,,,
khaliji_000023,2,"[293, 141, 5, 5]",,,,
khaliji_000023,3,"[172, 144, 6, 6]",,,,
khaliji_000023,4,"[310, 144, 5, 6]",,,,
khaliji_000023,5,"[158, 148, 6, 6]",,,,
khaliji_000023,6,"[204, 150, 6, 7]",,,,
khaliji_000023,7,"[281, 149, 6, 7]",,,,
khaliji_000023,8,"[302, 150, 7, 7]",,,,
khaliji_000023,9,"[189, 153, 7, 7]",,,,
khaliji_000023,10,"[324, 152, 5, 6]",,,,
khaliji_000072,59,"[33, 703, 34, 32]",,,M,
khaliji_000072,49,"[277, 624, 34, 36]",,,M,
khaliji_000072,21,"[326, 583, 26, 34]",,,M,
khaliji_000072,22,"[386, 586, 25, 30]",,,M,
khaliji_000072,36,"[442, 595, 32, 38]",,,M,
khaliji_000072,1,"[486, 560, 27, 35]",,,M,
khaliji_000072,37,"[531, 600, 26, 27]",,,F,
khaliji_000072,25,"[597, 584, 25, 30]",,,F,
khaliji_000072,27,"[692, 586, 26, 28]",,,F,
khaliji_000072,31,"[760, 594, 26, 28]",,,F,
khaliji_000072,32,"[861, 593, 23, 25]",,,F,
khaliji_000072,8,"[825, 572, 30, 33]",,,M,
khaliji_000072,19,"[1076, 572, 37, 45]",,,M,
khaliji_000072,55,"[1271, 642, 23, 29]",,,F,
khaliji_000072,56,"[1001, 648, 29, 34]",,,F,
khaliji_000072,53,"[946, 640, 20, 23]",,,M,
khaliji_000072,45,"[1040, 617, 18, 21]",,,F,
khaliji_000072,48,"[1012, 625, 19, 23]",,,F,
khaliji_000113,6,"[139, 510, 36, 42]",,,M,
khaliji_000113,9,"[388, 519, 40, 51]",,,M,
khaliji_000113,10,"[506, 525, 40, 47]",,,M,
khaliji_000113,7,"[1138, 515, 38, 42]",,,M,
khaliji_000113,8,"[1213, 511, 37, 48]",,,M,
khaliji_000023,11,"[334, 153, 5, 5]",,,,
khaliji_000023,12,"[306, 157, 6, 6]",,,,
khaliji_000023,13,"[533, 160, 8, 8]",,,,
khaliji_000023,19,"[459, 173, 8, 9]",,,,
khaliji_000023,23,"[368, 178, 9, 10]",,,,
khaliji_000023,24,"[410, 178, 9, 10]",,,,
khaliji_000023,27,"[655, 189, 9, 10]",,,,
khaliji_000023,30,"[586, 210, 10, 11]",,,,
khaliji_000023,36,"[214, 350, 14, 17]",,,,
khaliji_000023,37,"[172, 370, 15, 20]",,,,
khaliji_000135,2,"[596, 57, 22, 24]",,,,
khaliji_000135,8,"[376, 89, 31, 34]",,,,
khaliji_000135,12,"[214, 186, 43, 44]",,,,
khaliji_000012,0,"[291, 25, 9, 11]",,,,
khaliji_000063,1,"[241, 18, 11, 14]",,,,
khaliji_000063,4,"[198, 34, 8, 9]",,,,
khaliji_000065,2,"[81, 47, 6, 7]",,,,
khaliji_000002,0,"[177, 44, 16, 17]",,,,
khaliji_000002,1,"[214, 51, 23, 29]",,,,
khaliji_000002,2,"[200, 65, 17, 18]",,,,
khaliji_000002,3,"[99, 91, 8, 9]",,,,
khaliji_000002,4,"[358, 98, 12, 14]",,,,
khaliji_000002,5,"[375, 99, 12, 13]",,,,
khaliji_000002,6,"[1, 101, 8, 22]",,,,
khaliji_000012,9,"[66, 93, 22, 25]",,,M,
khaliji_000012,12,"[170, 99, 21, 29]",,,M,
khaliji_000012,10,"[196, 97, 21, 22]",,,M,
khaliji_000012,7,"[235, 90, 16, 18]",,,M,
khaliji_000012,15,"[259, 127, 25, 26]",,,M,
khaliji_000012,14,"[335, 116, 23, 28]",,,M,
khaliji_000012,11,"[396, 101, 21, 22]",,,M,
khaliji_000012,6,"[330, 81, 18, 18]",,,M,
khaliji_000012,1,"[354, 53, 14, 16]",,,M,
khaliji_000012,4,"[458, 71, 16, 21]",,,M,
khaliji_000012,3,"[502, 59, 12, 13]",,,M,
khaliji_000012,2,"[546, 55, 15, 17]",,,M,
khaliji_000012,5,"[565, 77, 14, 16]",,,M,
khaliji_000012,8,"[551, 93, 19, 24]",,,M,
khaliji_000002,8,"[436, 92, 33, 41]",,,F,
khaliji_000002,7,"[401, 102, 15, 18]",,,M,
khaliji_000063,5,"[95, 38, 15, 17]",,,F,
khaliji_000063,0,"[155, 17, 15, 18]",,,M,
khaliji_000063,3,"[210, 24, 13, 16]",,,M,
khaliji_000065,4,"[248, 51, 10, 13]",,,F,
khaliji_000065,1,"[204, 40, 14, 18]",,,F,
khaliji_000065,0,"[0, 15, 23, 37]",,,M,
khaliji_000065,3,"[156, 47, 6, 7]",,,M,
khaliji_000135,7,"[57, 43, 91, 106]",,,M,
khaliji_000135,0,"[209, 5, 90, 94]",,,M,
khaliji_000135,11,"[394, 104, 32, 42]",,,F,
khaliji_000135,9,"[463, 79, 59, 62]",,,F,
khaliji_000135,10,"[783, 82, 54, 62]",,,F,
khaliji_000135,1,"[645, 27, 56, 70]",,,M,
khaliji_000135,3,"[524, 54, 31, 37]",,,M,
khaliji_000135,4,"[884, 54, 33, 40]",,,M,
khaliji_000135,6,"[419, 64, 31, 40]",,,M,
khaliji_000135,5,"[397, 58, 31, 40]",,,M,
khaliji_000023,35,"[192, 341, 16, 22]",,,F,
khaliji_000023,32,"[150, 242, 16, 23]",,,F,
khaliji_000023,33,"[702, 250, 22, 26]",,,F,
khaliji_000023,34,"[737, 255, 23, 27]",,,F,
khaliji_000023,31,"[809, 205, 25, 29]",,,F,
khaliji_000023,29,"[688, 198, 15, 18]",,,M,
khaliji_000023,25,"[665, 183, 13, 13]",,,M,
khaliji_000023,28,"[633, 194, 13, 16]",,,M,
khaliji_000023,22,"[489, 175, 11, 12]",,,F,
khaliji_000023,18,"[448, 171, 10, 12]",,,M,
khaliji_000023,17,"[380, 172, 11, 11]",,,M,
khaliji_000023,15,"[522, 167, 9, 10]",,,M,
khaliji_000023,16,"[276, 171, 11, 11]",,,M,
khaliji_000023,21,"[423, 175, 10, 11]",,,M,
khaliji_000023,14,"[213, 168, 9, 10]",,,M,
khaliji_000023,20,"[224, 175, 8, 9]",,,F,
khaliji_000002,10,"[423, 112, 10, 11]",,,,
khaliji_000067,2,"[194, 49, 8, 9]",,,,
khaliji_000067,3,"[141, 49, 11, 12]",,,,
khaliji_000067,4,"[147, 49, 8, 10]",,,,
khaliji_000067,6,"[163, 52, 8, 7]",,,,
khaliji_000067,7,"[113, 81, 18, 18]",,,,
khaliji_000035,0,"[172, 261, 6, 8]",,,,
khaliji_000035,1,"[186, 261, 7, 7]",,,,
khaliji_000035,2,"[215, 263, 6, 7]",,,,
khaliji_000035,3,"[84, 263, 12, 13]",,,,
khaliji_000035,5,"[181, 272, 7, 7]",,,,
khaliji_000025,4,"[305, 181, 6, 6]",,,,
khaliji_000089,2,"[365, 49, 25, 29]",,,,
khaliji_000089,3,"[463, 50, 24, 29]",,,,
khaliji_000089,4,"[287, 66, 24, 26]",,,,
khaliji_000089,5,"[546, 68, 27, 30]",,,,
khaliji_000089,6,"[382, 73, 29, 31]",,,,
khaliji_000089,7,"[415, 77, 25, 26]",,,,
khaliji_000089,10,"[247, 106, 19, 20]",,,,
khaliji_000110,0,"[317, 451, 69, 93]",,,,
khaliji_000110,1,"[6, 538, 46, 232]",,,,
khaliji_000110,3,"[3913, 558, 63, 226]",,,,
khaliji_000121,0,"[776, 13, 8, 9]",,,,
khaliji_000121,5,"[216, 356, 19, 19]",,,,
khaliji_000121,7,"[731, 360, 13, 15]",,,,
khaliji_000121,8,"[743, 361, 13, 15]",,,,
khaliji_000121,10,"[124, 372, 16, 18]",,,,
khaliji_000121,11,"[189, 378, 10, 11]",,,,
khaliji_000121,12,"[1024, 385, 11, 11]",,,,
khaliji_000035,6,"[39, 278, 12, 13]",,,F,
khaliji_000035,4,"[95, 264, 13, 14]",,,M,
khaliji_000002,11,"[306, 102, 33, 42]",,,F,
khaliji_000002,9,"[47, 94, 38, 45]",,,M,
khaliji_000071,2,"[127, 833, 52, 59]",,,F,
khaliji_000071,1,"[539, 721, 56, 69]",,,M,
khaliji_000071,0,"[426, 690, 66, 77]",,,M,
khaliji_000071,3,"[216, 865, 47, 54]",,,M,
khaliji_000071,4,"[253, 879, 58, 58]",,,M,
khaliji_000037,0,"[208, 79, 83, 127]",,,F,
khaliji_000025,0,"[80, 102, 32, 37]",,,M,
khaliji_000025,1,"[374, 112, 27, 33]",,,M,
khaliji_000025,2,"[470, 117, 30, 34]",,,F,
khaliji_000025,3,"[331, 172, 8, 8]",,,M,
khaliji_000089,1,"[996, 10, 80, 103]",,,M,
khaliji_000089,0,"[921, 3, 78, 88]",,,F,
khaliji_000089,11,"[878, 79, 53, 70]",,,F,
khaliji_000089,9,"[320, 88, 38, 46]",,,M,
khaliji_000089,8,"[495, 66, 41, 57]",,,F,
khaliji_000089,13,"[583, 106, 89, 119]",,,F,
khaliji_000121,4,"[385, 97, 47, 55]",,,F,
khaliji_000121,1,"[574, 35, 57, 64]",,,M,
khaliji_000121,2,"[959, 43, 66, 73]",,,M,
khaliji_000121,3,"[1125, 80, 49, 54]",,,F,
khaliji_000121,9,"[1481, 361, 17, 18]",,,F,
khaliji_000121,6,"[796, 355, 17, 19]",,,M,
khaliji_000110,6,"[395, 651, 203, 276]",,,M,
khaliji_000110,7,"[1581, 730, 237, 309]",,,F,
khaliji_000110,5,"[1537, 632, 192, 224]",,,F,
khaliji_000110,8,"[2697, 906, 217, 305]",,,F,
khaliji_000110,2,"[2020, 584, 165, 181]",,,M,
khaliji_000110,4,"[2561, 662, 109, 116]",,,M,
khaliji_000067,5,"[231, 48, 12, 14]",,,F,
khaliji_000067,0,"[179, 41, 11, 14]",,,M,
khaliji_000067,1,"[108, 45, 9, 12]",,,M,
khaliji_000116,1,"[681, 161, 87, 119]",,,M,
khaliji_000116,2,"[927, 182, 85, 122]",,,M,
khaliji_000111,0,"[36, 24, 48, 57]",,,F,
khaliji_000111,1,"[148, 43, 42, 46]",,,F,
khaliji_000111,4,"[215, 51, 49, 52]",,,F,
khaliji_000111,3,"[302, 44, 45, 59]",,,F,
khaliji_000111,5,"[500, 56, 48, 54]",,,F,
khaliji_000111,2,"[256, 44, 40, 50]",,,M,
khaliji_000116,3,"[609, 241, 25, 29]",,,,
khaliji_000116,5,"[628, 254, 23, 27]",,,,
khaliji_000116,8,"[981, 268, 38, 47]",,,,
khaliji_000047,11,"[245, 134, 35, 43]",,,,
khaliji_000083,0,"[139, 35, 9, 10]",,,,
khaliji_000083,7,"[96, 80, 11, 13]",,,,
khaliji_000118,0,"[349, 178, 17, 21]",,,,
khaliji_000118,4,"[17, 231, 12, 15]",,,,
khaliji_000118,8,"[225, 225, 24, 26]",,,,
khaliji_000118,10,"[61, 236, 12, 13]",,,,
khaliji_000118,11,"[82, 234, 16, 18]",,,,
khaliji_000118,15,"[173, 266, 12, 12]",,,,
khaliji_000103,0,"[375, 98, 29, 38]",,,,
khaliji_000120,4,"[689, 476, 8, 9]",,,,
khaliji_000083,5,"[87, 43, 12, 17]",,,F,
khaliji_000083,1,"[121, 38, 11, 15]",,,F,
khaliji_000083,4,"[183, 43, 10, 14]",,,F,
khaliji_000083,3,"[225, 39, 14, 17]",,,F,
khaliji_000083,8,"[106, 86, 10, 14]",,,F,
khaliji_000024,2,"[112, 63, 32, 43]",,,F,
khaliji_000024,6,"[262, 67, 39, 48]",,,F,
khaliji_000024,4,"[416, 67, 31, 38]",,,F,
khaliji_000024,1,"[557, 56, 36, 36]",,,M,
khaliji_000024,7,"[333, 86, 20, 25]",,,F,
khaliji_000024,9,"[194, 100, 24, 29]",,,F,
khaliji_000024,3,"[91, 71, 26, 31]",,,M,
khaliji_000024,0,"[428, 52, 23, 27]",,,M,
khaliji_000024,8,"[186, 90, 18, 23]",,,F,
khaliji_000024,5,"[510, 75, 20, 22]",,,M,
khaliji_000120,3,"[270, 467, 23, 25]",,,M,
khaliji_000120,5,"[709, 461, 40, 43]",,,M,
khaliji_000120,0,"[648, 436, 36, 50]",,,M,
khaliji_000120,2,"[303, 463, 19, 23]",,,M,
khaliji_000118,5,"[95, 226, 19, 23]",,,F,
khaliji_000118,6,"[140, 229, 17, 18]",,,F,
khaliji_000118,7,"[189, 230, 15, 16]",,,F,
khaliji_000118,1,"[221, 209, 23, 24]",,,F,
khaliji_000118,2,"[255, 208, 19, 22]",,,F,
khaliji_000118,14,"[306, 232, 37, 55]",,,F,
khaliji_000118,3,"[377, 214, 31, 38]",,,F,
khaliji_000118,9,"[444, 207, 57, 62]",,,F,
khaliji_000118,12,"[638, 214, 48, 57]",,,F,
khaliji_000118,13,"[702, 223, 35, 46]",,,F,
khaliji_000118,16,"[861, 247, 62, 87]",,,F,
khaliji_000038,0,"[142, 40, 113, 149]",,,F,
khaliji_000038,1,"[532, 74, 121, 164]",,,M,
khaliji_000051,2,"[154, 181, 73, 97]",,,M,
khaliji_000051,1,"[213, 139, 168, 166]",,,M,
khaliji_000051,0,"[428, 125, 143, 156]",,,M,
khaliji_000047,2,"[0, 97, 27, 39]",,,M,
khaliji_000047,3,"[53, 97, 38, 46]",,,M,
khaliji_000047,6,"[77, 108, 43, 49]",,,M,
khaliji_000047,1,"[182, 92, 38, 42]",,,M,
khaliji_000047,12,"[245, 145, 36, 47]",,,M,
khaliji_000047,0,"[317, 81, 32, 41]",,,M,
khaliji_000047,4,"[406, 107, 28, 33]",,,M,
khaliji_000047,8,"[473, 111, 42, 49]",,,M,
khaliji_000047,5,"[495, 110, 32, 39]",,,M,
khaliji_000047,9,"[569, 118, 30, 37]",,,M,
khaliji_000047,13,"[594, 169, 34, 44]",,,M,
khaliji_000047,10,"[663, 122, 32, 36]",,,M,
khaliji_000116,4,"[270, 206, 101, 128]",,,M,
khaliji_000116,6,"[497, 221, 92, 110]",,,M,
khaliji_000116,7,"[1252, 212, 101, 128]",,,M,
khaliji_000103,2,"[33, 121, 44, 48]",,,M,
khaliji_000103,6,"[131, 142, 36, 42]",,,M,
khaliji_000103,7,"[207, 143, 39, 48]",,,M,
khaliji_000103,5,"[297, 140, 35, 39]",,,M,
khaliji_000103,8,"[373, 145, 35, 44]",,,M,
khaliji_000103,1,"[482, 101, 46, 50]",,,M,
khaliji_000103,3,"[578, 127, 37, 41]",,,M,
khaliji_000103,4,"[672, 134, 40, 46]",,,M,
khaliji_000120,7,"[248, 480, 10, 11]",,,,
khaliji_000120,8,"[334, 483, 8, 10]",,,,
khaliji_000120,9,"[359, 483, 9, 11]",,,,
khaliji_000120,10,"[424, 482, 8, 9]",,,,
khaliji_000120,11,"[555, 481, 8, 9]",,,,
khaliji_000120,12,"[568, 483, 7, 8]",,,,
khaliji_000120,13,"[618, 480, 7, 8]",,,,
khaliji_000120,14,"[806, 482, 10, 11]",,,,
khaliji_000120,15,"[885, 480, 12, 13]",,,,
khaliji_000120,17,"[393, 486, 12, 14]",,,,
khaliji_000120,18,"[404, 485, 9, 11]",,,,
khaliji_000120,21,"[526, 487, 11, 13]",,,,
khaliji_000120,22,"[581, 487, 9, 9]",,,,
khaliji_000120,23,"[597, 486, 7, 8]",,,,
khaliji_000120,26,"[1135, 484, 9, 11]",,,,
khaliji_000120,27,"[548, 490, 8, 9]",,,,
khaliji_000120,29,"[760, 490, 9, 10]",,,,
khaliji_000120,30,"[785, 495, 6, 6]",,,,
khaliji_000120,31,"[834, 493, 8, 9]",,,,
khaliji_000120,32,"[908, 492, 9, 10]",,,,
khaliji_000120,33,"[919, 493, 7, 8]",,,,
khaliji_000120,34,"[957, 494, 7, 7]",,,,
khaliji_000120,35,"[987, 490, 9, 11]",,,,
khaliji_000120,36,"[1086, 491, 8, 9]",,,,
khaliji_000120,37,"[1105, 490, 9, 10]",,,,
khaliji_000120,38,"[62, 492, 15, 17]",,,,
khaliji_000120,40,"[422, 488, 22, 26]",,,,
khaliji_000120,42,"[794, 497, 7, 7]",,,,
khaliji_000120,43,"[939, 497, 7, 8]",,,,
khaliji_000120,44,"[967, 497, 6, 7]",,,,
khaliji_000120,45,"[1130, 498, 7, 8]",,,,
khaliji_000120,46,"[1162, 497, 7, 8]",,,,
khaliji_000120,47,"[1003, 501, 8, 9]",,,,
khaliji_000120,48,"[1193, 501, 7, 9]",,,,
khaliji_000120,52,"[13, 522, 10, 11]",,,,
khaliji_000100,6,"[51, 242, 6, 7]",,,,
khaliji_000100,8,"[42, 245, 8, 9]",,,,
khaliji_000128,0,"[1005, 14, 10, 11]",,,,
khaliji_000128,1,"[358, 216, 5, 5]",,,,
khaliji_000128,2,"[589, 239, 6, 7]",,,,
khaliji_000128,3,"[453, 242, 6, 6]",,,,
khaliji_000128,4,"[567, 242, 5, 6]",,,,
khaliji_000128,5,"[599, 244, 5, 5]",,,,
khaliji_000128,6,"[488, 250, 6, 6]",,,,
khaliji_000128,7,"[478, 255, 6, 6]",,,,
khaliji_000128,8,"[501, 257, 6, 6]",,,,
khaliji_000128,9,"[509, 279, 6, 7]",,,,
khaliji_000128,10,"[451, 281, 7, 8]",,,,
khaliji_000128,11,"[472, 281, 9, 9]",,,,
khaliji_000128,12,"[562, 283, 7, 7]",,,,
khaliji_000128,13,"[1014, 279, 11, 12]",,,,
khaliji_000128,14,"[527, 286, 7, 7]",,,,
khaliji_000128,15,"[987, 286, 10, 10]",,,,
khaliji_000128,16,"[584, 289, 7, 8]",,,,
khaliji_000128,17,"[610, 290, 8, 9]",,,,
khaliji_000128,18,"[1046, 289, 10, 11]",,,,
khaliji_000100,4,"[106, 229, 19, 22]",,,F,
khaliji_000100,1,"[413, 209, 25, 32]",,,F,
khaliji_000100,0,"[926, 144, 56, 65]",,,M,
khaliji_000100,7,"[6, 245, 7, 9]",,,F,
khaliji_000100,9,"[65, 251, 7, 8]",,,F,
khaliji_000100,2,"[160, 222, 18, 22]",,,M,
khaliji_000120,49,"[67, 503, 20, 22]",,,M,
khaliji_000120,51,"[115, 506, 18, 20]",,,M,
khaliji_000120,6,"[185, 476, 22, 23]",,,M,
khaliji_000120,39,"[201, 489, 22, 25]",,,F,
khaliji_000120,50,"[254, 491, 44, 45]",,,F,
khaliji_000120,54,"[352, 585, 36, 43]",,,F,
khaliji_000120,19,"[447, 466, 46, 52]",,,M,
khaliji_000120,53,"[496, 588, 24, 27]",,,F,
khaliji_000120,24,"[846, 471, 37, 42]",,,M,
khaliji_000120,25,"[1011, 463, 41, 55]",,,M,
khaliji_000120,16,"[75, 482, 15, 16]",,,M,
khaliji_000120,20,"[511, 483, 14, 18]",,,M,
khaliji_000120,28,"[561, 490, 11, 13]",,,F,
khaliji_000120,41,"[610, 494, 14, 15]",,,M,
khaliji_000128,19,"[301, 300, 8, 8]",,,,
khaliji_000128,20,"[596, 298, 9, 9]",,,,
khaliji_000128,25,"[485, 317, 9, 10]",,,,
khaliji_000128,26,"[354, 321, 7, 8]",,,,
khaliji_000128,27,"[517, 323, 10, 11]",,,,
khaliji_000128,28,"[193, 331, 17, 18]",,,,
khaliji_000128,29,"[343, 337, 10, 11]",,,,
khaliji_000128,31,"[556, 341, 10, 10]",,,,
khaliji_000128,34,"[555, 354, 13, 13]",,,,
khaliji_000128,36,"[1010, 359, 10, 10]",,,,
khaliji_000128,37,"[1068, 375, 10, 10]",,,,
khaliji_000128,38,"[454, 377, 11, 12]",,,,
khaliji_000128,42,"[520, 382, 11, 12]",,,,
khaliji_000128,43,"[708, 381, 9, 10]",,,,
khaliji_000128,45,"[548, 386, 11, 13]",,,,
khaliji_000128,46,"[298, 391, 12, 12]",,,,
khaliji_000128,47,"[324, 391, 12, 13]",,,,
khaliji_000128,49,"[457, 392, 14, 17]",,,,
khaliji_000128,51,"[328, 406, 14, 16]",,,,
khaliji_000128,53,"[1141, 412, 11, 12]",,,,
khaliji_000128,67,"[844, 493, 13, 15]",,,,
khaliji_000128,72,"[553, 582, 10, 12]",,,,
khaliji_000128,74,"[865, 582, 16, 18]",,,,
khaliji_000128,64,"[137, 466, 14, 14]",,,F,
khaliji_000128,63,"[594, 459, 16, 18]",,,M,
khaliji_000128,73,"[598, 577, 16, 19]",,,F,
khaliji_000128,70,"[681, 565, 18, 20]",,,M,
khaliji_000128,68,"[758, 552, 16, 19]",,,M,
khaliji_000128,66,"[448, 468, 14, 15]",,,F,
khaliji_000128,62,"[359, 461, 14, 16]",,,F,
khaliji_000128,57,"[693, 431, 13, 15]",,,F,
khaliji_000128,69,"[452, 554, 17, 19]",,,M,
khaliji_000128,78,"[453, 636, 22, 29]",,,M,
khaliji_000128,76,"[722, 589, 18, 18]",,,F,
khaliji_000128,30,"[1067, 336, 11, 12]",,,F,
khaliji_000128,44,"[1114, 382, 13, 13]",,,M,
khaliji_000128,40,"[1128, 377, 14, 15]",,,M,
khaliji_000128,41,"[1167, 377, 16, 16]",,,M,
khaliji_000128,55,"[498, 420, 13, 15]",,,M,
khaliji_000128,56,"[530, 423, 12, 14]",,,M,
khaliji_000128,59,"[292, 433, 15, 16]",,,M,
khaliji_000128,60,"[214, 443, 13, 14]",,,M,
khaliji_000128,58,"[254, 432, 13, 16]",,,M,
khaliji_000128,54,"[273, 422, 11, 13]",,,F,
khaliji_000128,65,"[258, 469, 13, 14]",,,F,
khaliji_000128,52,"[342, 411, 12, 13]",,,M,
khaliji_000128,21,"[242, 309, 9, 9]",,,M,
khaliji_000128,23,"[323, 309, 8, 9]",,,F,
khaliji_000128,24,"[220, 313, 9, 9]",,,F,
khaliji_000128,50,"[485, 401, 11, 12]",,,F,
khaliji_000128,39,"[587, 379, 11, 12]",,,M,
khaliji_000128,35,"[679, 359, 12, 14]",,,F,
khaliji_000128,33,"[627, 350, 10, 11]",,,M,
khaliji_000128,32,"[534, 348, 11, 11]",,,M,
khaliji_000128,71,"[858, 573, 18, 19]",,,F,
khaliji_000019,0,"[487, 1, 59, 61]",,,M,
khaliji_000128,77,"[986, 590, 20, 21]",,,F,
khaliji_000128,75,"[970, 581, 18, 21]",,,M,
khaliji_000131,12,"[48, 55, 22, 30]",,,M,
khaliji_000131,5,"[87, 48, 22, 27]",,,M,
khaliji_000131,6,"[129, 48, 22, 29]",,,M,
khaliji_000131,2,"[171, 41, 20, 26]",,,M,
khaliji_000131,14,"[214, 62, 20, 26]",,,F,
khaliji_000131,4,"[293, 41, 23, 32]",,,M,
khaliji_000131,3,"[383, 38, 22, 32]",,,M,
khaliji_000131,11,"[425, 53, 21, 25]",,,F,
khaliji_000131,9,"[461, 52, 21, 26]",,,F,
khaliji_000131,0,"[499, 35, 22, 28]",,,M,
khaliji_000131,10,"[543, 52, 21, 25]",,,F,
khaliji_000131,1,"[587, 39, 22, 26]",,,M,
khaliji_000131,8,"[628, 46, 26, 31]",,,M,
khaliji_000131,7,"[334, 50, 21, 25]",,,F,
khaliji_000019,5,"[440, 146, 6, 7]",,,,
khaliji_000019,6,"[85, 198, 35, 37]",,,,
khaliji_000070,3,"[104, 51, 12, 13]",,,,
khaliji_000068,1,"[262, 72, 4, 5]",,,,
khaliji_000068,2,"[69, 73, 5, 6]",,,,
khaliji_000068,3,"[221, 72, 13, 15]",,,,
khaliji_000068,8,"[0, 82, 3, 8]",,,,
khaliji_000068,11,"[92, 82, 10, 12]",,,,
khaliji_000068,13,"[80, 94, 8, 9]",,,,
khaliji_000011,12,"[107, 183, 10, 10]",,,,
khaliji_000011,13,"[128, 183, 10, 11]",,,,
khaliji_000011,14,"[144, 189, 7, 7]",,,,
khaliji_000011,15,"[172, 188, 9, 10]",,,,
khaliji_000070,1,"[225, 36, 13, 14]",,,F,
khaliji_000070,2,"[314, 38, 12, 11]",,,F,
khaliji_000019,1,"[54, 32, 33, 38]",,,F,
khaliji_000019,3,"[210, 33, 35, 49]",,,F,
khaliji_000019,2,"[320, 20, 48, 63]",,,F,
khaliji_000019,4,"[459, 124, 12, 13]",,,M,
khaliji_000011,6,"[19, 135, 38, 50]",,,M,
khaliji_000011,9,"[65, 149, 34, 38]",,,M,
khaliji_000011,3,"[217, 129, 42, 53]",,,M,
khaliji_000011,10,"[182, 165, 30, 33]",,,M,
khaliji_000011,4,"[283, 137, 31, 38]",,,M,
khaliji_000011,2,"[300, 124, 48, 57]",,,M,
khaliji_000011,16,"[372, 169, 38, 47]",,,M,
khaliji_000011,17,"[403, 181, 28, 32]",,,M,
khaliji_000011,5,"[448, 135, 34, 41]",,,M,
khaliji_000011,11,"[518, 171, 23, 27]",,,M,
khaliji_000011,8,"[544, 137, 47, 57]",,,M,
khaliji_000011,1,"[709, 62, 85, 107]",,,M,
khaliji_000011,7,"[860, 135, 42, 48]",,,F,
khaliji_000011,0,"[979, 5, 121, 196]",,,M,
khaliji_000045,27,"[233, 126, 18, 25]",,,F,
khaliji_000045,32,"[269, 140, 19, 23]",,,F,
khaliji_000045,30,"[306, 129, 19, 24]",,,F,
khaliji_000045,33,"[346, 140, 20, 24]",,,F,
khaliji_000045,28,"[414, 126, 19, 25]",,,F,
khaliji_000045,29,"[462, 127, 20, 26]",,,F,
khaliji_000045,24,"[592, 121, 22, 28]",,,F,
khaliji_000045,25,"[631, 122, 21, 27]",,,F,
khaliji_000045,26,"[87, 125, 27, 30]",,,M,
khaliji_000045,22,"[132, 125, 22, 25]",,,M,
khaliji_000045,23,"[180, 122, 22, 28]",,,M,
khaliji_000045,21,"[529, 118, 22, 27]",,,M,
khaliji_000045,10,"[135, 89, 22, 28]",,,M,
khaliji_000045,1,"[157, 76, 19, 23]",,,M,
khaliji_000045,17,"[190, 96, 20, 25]",,,M,
khaliji_000045,3,"[205, 81, 19, 25]",,,M,
khaliji_000045,7,"[228, 87, 19, 24]",,,M,
khaliji_000045,0,"[371, 74, 17, 21]",,,M,
khaliji_000045,20,"[373, 102, 18, 23]",,,M,
khaliji_000045,19,"[328, 100, 18, 23]",,,M,
khaliji_000045,13,"[288, 95, 19, 23]",,,M,
khaliji_000045,12,"[256, 94, 18, 23]",,,M,
khaliji_000045,8,"[274, 88, 18, 23]",,,M,
khaliji_000045,4,"[318, 86, 17, 20]",,,M,
khaliji_000045,5,"[347, 84, 18, 24]",,,M,
khaliji_000045,14,"[396, 94, 18, 24]",,,M,
khaliji_000045,9,"[451, 89, 19, 25]",,,M,
khaliji_000045,2,"[475, 80, 18, 23]",,,M,
khaliji_000045,16,"[497, 93, 20, 25]",,,M,
khaliji_000045,6,"[515, 84, 18, 24]",,,M,
khaliji_000045,11,"[534, 91, 21, 25]",,,M,
khaliji_000045,18,"[566, 98, 20, 22]",,,M,
khaliji_000068,7,"[47, 78, 8, 8]",,,F,
khaliji_000068,5,"[112, 74, 9, 13]",,,M,
khaliji_000068,0,"[158, 67, 13, 16]",,,M,
khaliji_000068,9,"[185, 81, 8, 11]",,,M,
khaliji_000068,4,"[10, 75, 9, 11]",,,M,
khaliji_000068,10,"[28, 83, 9, 10]",,,F,
khaliji_000068,12,"[244, 91, 9, 11]",,,M,
